Date,Paradise (679) Precipitation Accumulation (in) Start of Day Values,Paradise (679) Precipitation Increment (in),Paradise (679) Precipitation Increment - Snow-adj (in),Paradise (679) Air Temperature Average (degF),Paradise (679) Air Temperature Minimum (degF),Paradise (679) Air Temperature Maximum (degF),Paradise (679) Soil Moisture Percent -2in (pct) Start of Day Values,Paradise (679) Soil Moisture Percent -4in (pct) Start of Day Values,Paradise (679) Soil Moisture Percent -8in (pct) Start of Day Values,Paradise (679) Soil Moisture Percent -20in (pct) Start of Day Values,Paradise (679) Snow Density (pct) Start of Day Values,Paradise (679) Snow Water Equivalent (in) Start of Day Values,Paradise (679) Snow Depth (in) Start of Day Values,Paradise (679) Snow Rain Ratio (unitless),Paradise (679) Real Dielectric Constant -2in (unitless) Start of Day Values
10/5/12,0,0,0,43,40,50,0.7,0.6,8.6,8,,0,0,,
10/6/12,0,0,0,47,40,53,0.7,0.6,8.2,7.8,,0,0,,
10/7/12,0,0,0,54,49,64,0.6,0,8.3,7.7,,0,0,,
10/8/12,0,0,0,50,45,59,1,0.8,8.3,7.6,,0,0,,
10/9/12,0,0,0,51,44,60,0.9,0.3,8.4,7.4,,0,0,,
10/10/12,0,0,0,48,44,56,0.5,0,8.3,7.4,,0,0,,
10/11/12,0,0,0,52,44,64,0.8,0.2,8.1,7.2,,0,0,,
10/12/12,0,0.6,0.6,43,41,47,0.7,0.6,8,7.3,,0,0,0,
10/13/12,0.6,0.8,0.8,44,42,46,3.4,0,8.4,7.5,,0,0,0,
10/14/12,1.4,1.8,1.8,46,44,48,5.9,14.3,20.6,28.5,,0,0,0,
10/15/12,3.2,2,2,46,42,50,13.2,27.5,32.5,36.7,,0,0,0,
10/16/12,5.2,0.2,0.2,34,31,45,18.2,26.2,35,36.7,,0,0,0,
10/17/12,5.4,0,0,35,28,45,17.6,24,34.6,35.7,,0,0,,
10/18/12,5.4,0.7,0.7,49,38,60,18.9,23.8,34.3,35.2,,0,0,0,
10/19/12,6.1,0.9,0.9,42,33,47,24.8,29.3,35.4,36.2,,0,0,0,
10/20/12,7,0.5,0.5,29,27,33,26.6,29.2,35.9,37.1,,0,0,80,
10/21/12,7.5,0.2,0.2,30,26,36,26,25.4,34.9,35.8,,0.4,4,0,
10/22/12,7.7,0.3,0.4,30,28,32,26.9,24.9,34.5,35.4,,0.4,4,133,
10/23/12,8,0.2,0.2,30,27,34,26.8,24.3,34.3,35.1,,0.8,8,0,
10/24/12,8.2,0.4,0.4,30,28,36,27.6,24.2,34.1,35,,0.8,7,75,
10/25/12,8.6,0,0.1,31,29,36,28,24.3,34.2,34.6,11,1.1,10,,
10/26/12,8.6,0.7,0.7,34,30,36,28,24,34.1,34.7,15,1.2,8,43,
10/27/12,9.3,3.5,3.5,38,33,45,31.4,28.9,35.4,36.3,18.8,1.5,8,31,
10/28/12,12.8,1.9,1.9,42,39,45,32.9,33.2,36.8,38,43.3,2.6,6,0,
10/29/12,14.7,1.3,1.3,42,40,46,34.1,35.8,38,38.9,83.3,2.5,3,0,
10/30/12,16,2.5,2.5,44,40,45,33,32.6,36.4,37.4,,0.4,1,0,
10/31/12,18.5,0.2,0.2,43,38,48,34.3,34.1,36.9,37.6,,0,0,0,
11/1/12,18.7,0.6,0.6,38,35,40,32.4,31,36.3,36.8,,0,0,0,
11/2/12,19.3,0.1,0.1,40,36,45,34.3,31.6,36.3,36.9,,0,0,0,
11/3/12,19.4,0.6,0.6,42,40,43,31.9,29.2,35.6,36.3,,0,0,0,
11/4/12,20,0.6,0.6,46,42,49,33.2,30.1,36.1,36.5,,0,0,0,
11/5/12,20.6,0,0,44,39,49,37.7,36.5,36.3,36.6,,0,0,,
11/6/12,20.6,0,0,47,33,56,29.4,28.6,35.3,36.3,,0,0,,
11/7/12,20.6,0,0,30,26,36,33.9,30.1,35.8,36.2,,0,0,,
11/8/12,20.6,0,0.4,28,22,34,29,28,35.5,36.1,,0,1,,
11/9/12,20.6,0,0.2,24,19,29,26.3,26.9,35.1,35.7,,0.4,3,,
11/10/12,20.6,0,0.6,21,17,27,,,,35.6,,0.6,4,,
11/11/12,20.6,1.4,1.4,28,19,33,24.5,25.8,34.5,35.2,17.1,1.2,7,86,
11/12/12,22,1.4,1.4,34,33,36,24,25.3,34.2,35.2,26.7,2.4,9,43,
11/13/12,23.4,0.4,0.4,34,32,39,23.7,25.2,34.2,35.1,30,3,10,75,
11/14/12,23.8,0.3,0.3,33,29,36,24,24.8,34.1,35,27.5,3.3,12,0,
11/15/12,24.1,0.1,0.1,34,31,42,23.9,24.8,34.1,34.9,20.6,3.3,16,0,
11/16/12,24.2,0.1,0.1,37,33,40,23.9,24.5,34,34.8,25.4,3.3,13,0,
11/17/12,24.3,0.4,0.4,34,27,40,23.5,24.4,33.9,35,23.6,3.3,14,25,
11/18/12,24.7,0.9,1.3,31,29,33,25.2,26.4,34.9,36,21.2,3.4,16,144,
11/19/12,25.6,3.7,3.7,36,32,39,25.2,26.1,34.8,35.7,16.8,4.7,28,22,
11/20/12,29.3,0.1,0.6,33,29,37,30.4,31.1,36.6,37.6,22,5.5,25,600,
11/21/12,29.4,0.5,1.1,28,23,32,29.2,28.9,36,36.6,24.4,6.1,25,220,
11/22/12,29.9,0.4,0.4,29,23,38,28.7,27.9,35.6,36.2,24.8,7.2,29,50,
11/23/12,30.3,2.6,2.6,37,33,39,27.6,27.3,35.3,36,30.8,7.4,24,38,
11/24/12,32.9,0,0,31,27,36,35.6,35.7,37.2,37.9,33.6,8.4,25,,
11/25/12,32.9,0,0.2,29,23,36,30.8,29.9,36,36.6,30,7.8,26,,
11/26/12,32.9,0,0.1,34,29,40,29.2,28.6,35.5,36.2,33.3,8,24,,
11/27/12,32.9,0.2,0.2,42,38,47,28.3,27.7,35.2,35.8,35.2,8.1,23,0,
11/28/12,33.1,0,0,41,36,49,27.8,27.3,35,35.6,36.8,8.1,22,,
11/29/12,33.1,0.6,0.6,36,35,40,30.7,28.4,35.4,35.9,35.2,8.1,23,50,
11/30/12,33.7,0.8,0.8,36,34,37,33.7,30.2,36.2,36.7,33.6,8.4,25,50,
12/1/12,34.5,0.6,0.6,32,30,34,37.1,31.6,36.7,37.2,35.2,8.8,25,100,
12/2/12,35.1,2,2,31,29,33,31.8,29.3,35.8,36.5,31.3,9.4,30,100,
12/3/12,37.1,1,1,33,30,35,29.6,28.2,35.5,36,28.5,11.4,40,100,
12/4/12,38.1,0.9,0.9,35,31,38,29.1,27.8,35.3,35.9,25.8,12.4,48,100,
12/5/12,39,0.1,0.2,26,24,31,36.3,31,36.5,37,30.2,13.3,44,200,
12/6/12,39.1,2.4,2.4,28,26,28,31.7,28.9,35.8,36.3,32.1,13.5,42,71,
12/7/12,41.5,2,2,26,22,29,30,28.2,35.5,36,30.4,15.2,50,100,
12/8/12,43.5,0.6,0.6,24,21,26,29.3,27.6,35.2,35.8,28.2,17.2,61,100,
12/9/12,44.1,0.5,0.8,29,23,34,28.7,27.3,35,35.6,29.7,17.8,60,160,
12/10/12,44.6,0,0,32,28,34,28.8,27.1,35.1,35.7,29.5,18.6,63,,
12/11/12,44.6,0.6,0.8,29,27,31,30.5,28,35.3,35.7,32.1,18.6,58,133,
12/12/12,45.2,0.7,0.7,25,19,30,29.5,27.7,35.2,35.8,32.3,19.4,60,57,
12/13/12,45.9,0.2,0.2,24,18,34,29.1,27.3,35,35.7,,19.8,,100,
12/14/12,46.1,0.1,0.8,25,17,31,28.6,26.9,35,35.4,,20,,800,
12/15/12,46.2,0.9,1.4,22,14,27,28.3,26.7,34.8,35.5,,20.8,,156,
12/16/12,47.1,1.3,1.9,27,22,31,28,26.4,34.8,35.3,,22.2,,146,
12/17/12,48.4,1.1,2.8,24,19,31,27.8,26.4,34.6,35.3,,24.1,,255,
12/18/12,49.5,0.9,0.9,20,18,24,27.7,26.3,34.6,35.2,,26.9,,78,
12/19/12,50.4,0.4,1.5,26,19,31,27.9,26.2,34.6,35.3,,27.6,,375,
12/20/12,50.8,0.7,0.8,27,19,31,27.8,26.1,34.4,35.3,26.2,29.1,111,114,
12/21/12,51.5,0.7,0.7,27,18,33,27.5,25.6,34.5,35,,29.9,,14,
12/22/12,52.2,0.1,0.6,28,25,31,27.6,25.9,34.4,35.3,,30,,600,
12/23/12,52.3,1,1,26,25,28,27.2,25.7,34.3,35.1,,30.6,,90,
12/24/12,53.3,0.7,0.7,25,20,32,27.2,25.5,34.3,35,29.2,31.5,108,71,
12/25/12,54,1.3,1.3,25,21,30,27.4,25.6,34.3,34.9,29.1,32,110,92,
12/26/12,55.3,0.6,0.8,29,27,34,27,25.7,34.3,34.8,,33.2,,133,
12/27/12,55.9,0.5,0.8,26,24,31,26.7,25.4,34.2,35,,34,,160,
12/28/12,56.4,0.2,0.2,26,22,32,27.1,25.3,34.2,34.9,,34.8,,50,
12/29/12,56.6,0,0,24,20,32,26.7,25.4,34.1,35,30.6,34.9,114,,
12/30/12,56.6,0.2,0.2,24,18,37,26.6,25.2,34.1,35,,34.9,,0,
12/31/12,56.8,0,0,24,20,30,26.7,25.1,34.2,34.8,32,34.9,109,,
1/1/13,56.8,0,0,30,21,36,26.2,25,34,34.9,33.2,34.9,105,,
1/2/13,56.8,0,0.1,34,29,47,26.4,24.9,33.9,34.9,33.6,34.9,104,,
1/3/13,56.8,0.1,0.5,35,31,46,26.2,25.1,34,35,33.7,35,104,500,
1/4/13,56.9,0.3,0.3,33,32,38,26,24.9,34,34.9,,35.5,,100,
1/5/13,57.2,0.4,0.4,33,28,39,26.1,24.7,34,34.9,35.4,35.8,101,100,
1/6/13,57.6,0.3,0.6,28,26,32,25.7,24.9,33.9,34.6,,36.2,,200,
1/7/13,57.9,2.2,3.2,33,29,34,26,24.9,33.8,34.5,,36.8,,145,
1/8/13,60.1,1.8,1.8,33,27,36,25.6,24.7,33.8,34.7,,40,,11,
1/9/13,61.9,0.3,1.8,27,18,35,25.8,24.7,33.8,34.6,36.2,40.2,111,600,
1/10/13,62.2,0.2,0.2,20,16,24,25.7,24.4,33.9,34.9,,42,,100,
1/11/13,62.4,0,0.3,16,11,23,25.4,24.8,33.8,34.8,37,42.2,114,,
1/12/13,62.4,0,0.3,15,9,32,25.9,24.7,33.8,34.7,37.9,42.5,112,,
1/13/13,62.4,0.1,0.3,17,10,33,26,24.6,34,34.8,38.6,42.8,111,300,
1/14/13,62.5,0,0.3,20,14,24,26.2,24.8,33.9,34.6,40.3,43.1,107,,
1/15/13,62.5,0,0.4,33,21,46,26,24.5,33.7,34.6,40.6,43.4,107,,
1/16/13,62.5,0,0.2,39,31,53,25.9,24.6,33.7,34.7,40.9,43.8,107,,
1/17/13,62.5,0,0.2,41,35,55,25.9,24.6,33.7,34.9,41.9,44,105,,
1/18/13,62.5,0.1,0.1,40,35,47,26,24.8,33.9,34.7,42.5,44.2,104,100,
1/19/13,62.6,0,0,43,36,56,26.2,24.6,33.9,34.6,42.6,44.3,104,,
1/20/13,62.6,0,0.2,46,39,56,25.9,24.7,33.8,34.9,42.6,44.3,104,,
1/21/13,62.6,0,0.2,44,38,56,25.9,24.7,34,34.8,44.1,44.5,101,,
1/22/13,62.6,0,0.1,44,39,51,26.1,24.6,34,34.6,43.8,44.7,102,,
1/23/13,62.6,0,0.3,36,27,48,26.2,24.7,33.9,34.7,43.9,44.8,102,,
1/24/13,62.6,0.6,0.6,30,20,40,25.9,24.5,33.9,34.5,,45.1,,100,
1/25/13,63.2,0.5,0.5,32,25,36,26.1,24.7,33.9,34.9,43.5,45.7,105,100,
1/26/13,63.7,0.4,0.4,27,24,33,26.3,24.7,33.8,34.7,44,46.2,105,100,
1/27/13,64.1,1.3,1.3,26,24,29,26.2,24.6,33.8,34.8,,46.6,,100,
1/28/13,65.4,3.4,3.4,26,24,28,25.8,24.6,33.8,34.5,,47.9,,100,
1/29/13,68.8,1.3,1.3,31,28,33,25.9,24.5,34,34.5,36.4,51.3,141,100,
1/30/13,70.1,0.9,0.9,33,31,34,26.3,24.8,33.8,34.7,37,52.6,142,100,
1/31/13,71,0.1,0.1,33,31,34,26,24.6,33.8,34.6,38.5,53.5,139,100,
2/1/13,71.1,0,0.2,33,26,42,26.2,24.3,33.7,34.8,39.1,53.6,137,,
2/2/13,71.1,0,0.3,40,32,53,26,24.3,33.8,34.5,40.5,53.8,133,,
2/3/13,71.1,0,0.2,31,29,34,26,24.5,33.8,34.5,41.3,54.1,131,,
2/4/13,71.1,0.2,0.2,33,28,42,25.9,24.5,33.7,34.5,42.4,54.3,128,100,
2/5/13,71.3,0.8,0.8,30,28,34,26,24.3,33.9,34.5,42.6,54.5,128,100,
2/6/13,72.1,0.3,0.3,29,27,35,26.2,24.5,33.8,34.6,,55.3,,100,
2/7/13,72.4,0.3,0.3,25,17,33,26.1,24.4,33.7,34.6,,55.6,,100,
2/8/13,72.7,0,0,22,16,33,26.3,24.5,33.7,34.6,42.3,55.9,132,,
2/9/13,72.7,0.1,0.1,26,19,31,25.8,24.5,33.6,34.6,42.7,55.9,131,100,
2/10/13,72.8,0.1,0.1,28,22,42,26,24.4,33.8,34.6,43.4,56,129,100,
2/11/13,72.9,0.2,0.2,27,20,31,26,24.5,33.8,34.8,43.5,56.1,129,100,
2/12/13,73.1,0.3,0.3,31,28,34,26.2,24.6,33.9,34.6,43.6,56.3,129,100,
2/13/13,73.4,0.2,0.2,31,28,39,25.9,24.3,33.7,34.8,44.6,56.6,127,100,
2/14/13,73.6,0.5,0.5,31,26,40,25.9,24.4,33.6,34.5,45.1,56.8,126,100,
2/15/13,74.1,0,0,38,32,48,25.9,24.4,33.8,34.6,44.8,57.3,128,,
2/16/13,74.1,0.6,0.6,31,24,38,26,24.6,33.8,34.7,44.8,57.3,128,100,
2/17/13,74.7,0.2,0.2,24,19,30,26.1,24.6,33.7,34.6,,57.9,,100,
2/18/13,74.9,0.2,0.2,25,20,30,26,24.3,33.9,34.5,,58.1,,100,
2/19/13,75.1,0,0,26,21,34,26,24.4,33.7,34.7,45.5,58.3,128,,
2/20/13,75.1,0.3,0.3,24,18,29,26.2,24.1,33.7,34.6,45.5,58.3,128,100,
2/21/13,75.4,0.9,0.9,26,24,27,26.3,24.5,33.7,34.5,46.5,58.6,126,100,
2/22/13,76.3,2.3,2.3,27,21,30,26,24.4,33.7,34.7,,59.5,,100,
2/23/13,78.6,1.4,1.4,24,21,28,26.4,24.5,33.8,34.5,43.8,61.8,141,100,
2/24/13,80,0.2,0.2,26,22,31,25.9,24.1,33.7,34.7,41.9,63.2,151,100,
2/25/13,80.2,2,2,25,21,29,25.8,24.1,33.6,34.6,42.6,63.4,149,100,
2/26/13,82.2,0.2,0.2,26,21,33,26.3,24.4,33.6,34.3,40.9,65.4,160,100,
2/27/13,82.4,0,0.3,30,27,36,26,24.2,33.7,34.7,41.8,65.6,157,,
2/28/13,82.4,1.5,4.7,35,30,38,25.9,24.3,33.7,34.6,43.1,65.9,153,313,
3/1/13,83.9,0.1,0.1,38,35,42,26.1,24.2,33.6,34.7,45.3,70.6,156,0,
3/2/13,84,0.2,0.2,34,20,43,25.9,24.5,33.7,34.6,44.9,67.4,150,0,
3/3/13,84.2,0,0,24,17,32,26.1,24.3,33.9,34.6,45.5,66.9,147,,
3/4/13,84.2,0,0.2,27,16,35,26.3,24.3,33.7,34.5,46.5,66.9,144,,
3/5/13,84.2,0.1,0.2,32,27,37,26.2,24.4,33.7,34.4,46,67.1,146,200,
3/6/13,84.3,1.5,1.5,29,28,33,26.3,24.3,33.9,34.7,46.4,67.3,145,100,
3/7/13,85.8,0.4,0.5,29,24,37,26.2,24.4,33.8,34.6,43.5,68.8,158,125,
3/8/13,86.2,0,0,29,20,46,26.3,24.5,33.7,34.5,45,69.3,154,,
3/9/13,86.2,0,0.1,30,22,44,26.5,24.5,33.8,34.7,44.7,69.3,155,,
3/10/13,86.2,0,0.5,30,26,33,26.3,24.3,33.8,34.4,45.4,69.4,153,,
3/11/13,86.2,0.1,0.8,33,29,38,26.8,24.2,33.7,34.7,45.7,69.9,153,800,
3/12/13,86.3,0.9,1.4,36,35,38,26.5,24.4,33.8,34.7,46.5,70.7,152,156,
3/13/13,87.2,0.4,0.4,38,35,45,26.6,24.5,33.9,34.6,48.4,72.1,149,0,
3/14/13,87.6,0.2,0.2,40,33,47,27.1,24.6,33.7,34.9,48.8,71.3,146,0,
3/15/13,87.8,0.7,0.7,36,34,41,28.9,24.9,34,34.7,48.7,69.6,143,0,
3/16/13,88.5,0.9,0.9,30,23,34,29.4,25,34.2,34.9,49.5,69.3,140,100,
3/17/13,89.4,0.9,0.9,23,21,29,29.6,25.1,34,34.9,48.1,70.2,146,100,
3/18/13,90.3,0.6,0.6,27,23,35,29.8,25.3,34.1,35,47.4,71.1,150,100,
3/19/13,90.9,0.4,1.1,31,23,36,29.6,25.4,34.2,35,47.2,71.7,152,275,
3/20/13,91.3,2,2,30,21,36,29.3,25.2,34.1,35,47,72.8,155,100,
3/21/13,93.3,1.1,1.1,23,19,31,29,25.3,34.2,34.9,46.5,74.8,161,100,
3/22/13,94.4,0.2,0.2,21,16,32,29,25.2,34.1,35.1,44.4,75.9,171,100,
3/23/13,94.6,0,0.1,23,15,35,29.5,25.4,34.2,34.9,45.6,76.1,167,,
3/24/13,94.6,0,0.3,27,18,34,29.4,25.6,34.2,35.1,46.5,76.2,164,,
3/25/13,94.6,0,0.1,33,26,43,29.4,25.4,34.3,34.9,47.2,76.5,162,,
3/26/13,94.6,0,0,37,32,44,29.1,25.3,34.2,34.8,48.5,76.6,158,,
3/27/13,94.6,0,0,37,33,41,28.9,25.4,34.3,35,49.2,76.3,155,,
3/28/13,94.6,0,0.4,37,32,45,28.6,25.2,34.3,34.7,49.8,76.2,153,,
3/29/13,94.6,0,0.8,39,33,51,28.7,25.4,34.3,34.7,50.7,76.6,151,,
3/30/13,94.6,0,0.3,45,33,56,28.8,25.3,34.2,34.8,51.9,77.4,149,,
3/31/13,94.6,0,0.5,48,41,58,32.7,26.3,34.6,35.1,52.5,77.7,148,,
4/1/13,94.6,0,0.1,43,37,55,34.9,28.1,35.7,36,53.6,78.2,146,,
4/2/13,94.6,0,0,38,35,42,35,28.6,35.9,36.4,54.4,78.3,144,,
4/3/13,94.6,0,0,42,31,52,35.3,28.9,36.1,36.6,54.9,77.9,142,,
4/4/13,94.6,1,4.1,41,35,47,34.9,28.9,36,36.4,54.8,77.2,141,410,
4/5/13,95.6,1,1,35,34,37,36.2,29.9,36.6,37.4,58.1,81.3,140,0,
4/6/13,96.6,0.8,0.8,32,30,35,36.1,30.1,36.6,37.3,55.9,79.4,142,25,
4/7/13,97.4,1.6,1.6,31,28,35,34.7,29.5,36.3,36.6,53.8,79.6,148,100,
4/8/13,99,0.5,0.5,31,27,42,34,29.1,36.1,36.4,50.4,81.2,161,80,
4/9/13,99.5,0.3,0.3,33,25,44,33.4,28.7,36,36.2,51,81.6,160,0,
4/10/13,99.8,0.7,2,35,29,39,32.7,28.6,35.9,36,51.3,81.6,159,286,
4/11/13,100.5,0,0,30,24,35,32.7,28.6,35.9,36.1,54.3,83.6,154,,
4/12/13,100.5,0.5,0.5,31,24,40,34.2,29.4,36.3,36.5,54.3,82.6,152,100,
4/13/13,101,2.5,2.5,25,21,28,33.6,29.1,36.1,36.2,53.6,83.1,155,100,
4/14/13,103.5,0.3,0.3,28,23,37,33.3,28.9,36.1,36.1,48.4,85.6,177,100,
4/15/13,103.8,0,0.3,26,18,37,32.7,28.7,36,35.9,49.1,85.9,175,,
4/16/13,103.8,0.2,0.2,28,18,36,32.5,28.6,35.9,35.9,49.5,86.2,174,50,
4/17/13,104,0,0.2,31,22,41,32.2,28.3,35.8,36,50.2,86.3,172,,
4/18/13,104,1.3,1.3,33,29,38,31.6,28.2,35.8,35.7,50.9,86.5,170,85,
4/19/13,105.3,1.3,2.1,35,33,38,31.4,27.9,35.6,35.8,51.5,87.6,170,162,
4/20/13,106.6,0.2,0.2,34,31,41,31.8,28.2,35.7,35.7,52.5,89.7,171,0,
4/21/13,106.8,0.1,0.1,33,29,41,33.8,29.2,36.2,36.1,52.8,89.2,169,0,
4/22/13,106.9,0,0,34,24,45,34.1,29.2,36.2,36.2,53.6,88.9,166,,
4/23/13,106.9,0,0,37,29,47,34.3,29.3,36.2,36.3,53.8,88.8,165,,
4/24/13,106.9,0,0,42,33,55,35,29.5,36.3,36.3,54.4,88.7,163,,
4/25/13,106.9,0,0.4,44,35,56,34.9,29.3,36.3,36.3,55.1,88.7,161,,
4/26/13,106.9,0,0.4,47,39,61,35.6,29.7,36.4,36.6,56.4,89.1,158,,
4/27/13,106.9,0.3,0.3,40,35,47,35.8,30,36.5,36.8,57.4,89.5,156,100,
4/28/13,107.2,0.4,0.4,35,32,40,35.5,29.9,36.5,36.8,57.9,89.8,155,75,
4/29/13,107.6,0.5,0.5,29,23,34,35.6,29.9,36.4,36.7,58.1,90.1,155,40,
4/30/13,108.1,0,0,27,22,35,35.5,29.9,36.5,36.7,57.5,90.3,157,,
5/1/13,108.1,0,0,37,21,52,34.8,29.6,36.3,36.5,57.4,90.1,157,,
5/2/13,108.1,0,0,47,37,61,34.5,29.5,36.2,36.4,58.1,90.1,155,,
5/3/13,108.1,0,1.4,48,38,60,34.5,29.4,36.2,36.2,59.3,90.1,152,,
5/4/13,108.1,0,0.1,50,45,56,35.7,30,36.5,36.8,61,91.5,150,,
5/5/13,108.1,0,0,53,47,60,35.7,30.2,36.6,36.9,61.9,91.6,148,,
5/6/13,108.1,0,0,56,47,66,35.9,30.3,36.6,37,63.4,91.3,144,,
5/7/13,108.1,0,0,52,43,64,36,30.3,36.6,37,64,90.2,141,,
5/8/13,108.1,0,0,51,40,62,35.9,30.2,36.5,36.9,64,89,139,,
5/9/13,108.1,0,0,55,46,69,36,30.3,36.6,37,64.8,88.1,136,,
5/10/13,108.1,0,0,58,50,70,36,30.4,36.6,37,65.6,87.2,133,,
5/11/13,108.1,0,0,57,48,71,35.8,30.4,36.6,37,65.8,86.2,131,,
5/12/13,108.1,0,0,47,42,52,36,30.4,36.6,37,67,85.1,127,,
5/13/13,108.1,0.5,0.5,38,30,44,35.8,30.4,36.6,37,67.2,84,125,0,
5/14/13,108.6,0,0,36,29,47,35.7,30.4,36.6,37,67.3,83.5,124,,
5/15/13,108.6,0.2,0.2,39,34,47,34.4,30,36.4,36.5,67.8,82.7,122,0,
5/16/13,108.8,0.5,0.5,42,34,55,34.3,29.9,36.4,36.6,67.5,82.3,122,20,
5/17/13,109.3,0.2,0.2,38,36,42,35.5,30.4,36.6,36.9,68.1,82.4,121,0,
5/18/13,109.5,0.2,0.2,36,34,41,35,30.2,36.5,36.7,68.5,81.5,119,0,
5/19/13,109.7,0,0,38,35,44,34.3,30,36.4,36.6,68.6,80.9,118,,
5/20/13,109.7,0,0,46,34,58,34.8,30.1,36.5,36.7,68.5,80.2,117,,
5/21/13,109.7,0.5,0.5,35,29,42,35,30.2,36.5,36.9,69,79.4,115,80,
5/22/13,110.2,1.1,1.1,32,28,38,34.5,30,36.4,36.6,67.6,79.8,118,100,
5/23/13,111.3,0.5,0.5,34,29,38,34,29.8,36.3,36.5,65.8,80.9,123,80,
5/24/13,111.8,0.2,0.2,36,33,43,33.2,29.6,36.2,36.3,65,81.3,125,0,
5/25/13,112,0.1,0.1,38,33,45,32.8,29.3,36.1,36.1,66.6,81.3,122,0,
5/26/13,112.1,0,0.1,41,36,50,32.5,29.2,36,36.1,66.6,80.6,121,,
5/27/13,112.1,0.7,0.8,39,35,45,32.7,29.3,36.1,36,69,80.7,117,114,
5/28/13,112.8,0.4,0.4,39,35,48,34,29.9,36.3,36.4,69.7,81.5,117,0,
5/29/13,113.2,0.9,0.9,36,34,41,34.5,30,36.4,36.7,70.2,80.7,115,0,
5/30/13,114.1,0.2,0.2,36,33,42,34.5,30,36.4,36.8,70.5,80.4,114,0,
5/31/13,114.3,0,0,41,34,52,33.8,29.8,36.3,36.5,70.1,79.9,114,,
6/1/13,114.3,0.1,0.1,46,40,59,34.5,30.1,36.5,36.6,70.5,79,112,0,
6/2/13,114.4,0,0,42,36,47,34.4,30,36.5,36.7,70.9,78,110,,
6/3/13,114.4,0,0,46,36,57,33.8,29.8,36.3,36.4,71.9,77.6,108,,
6/4/13,114.4,0,0,53,41,64,34.3,30,36.5,36.7,71.6,76.6,107,,
6/5/13,114.4,0,0,54,46,65,34.6,30.1,36.5,36.9,73.6,75.8,103,,
6/6/13,114.4,0,0,53,45,66,34.8,30.2,36.6,36.9,75.2,74.4,99,,
6/7/13,114.4,0,0,47,40,55,34.7,30.4,36.6,36.9,75.1,72.8,97,,
6/8/13,114.4,0,0,47,38,58,34.6,30.2,36.6,36.9,76.2,71.6,94,,
6/9/13,114.4,0,0,44,37,54,34.8,30.3,36.6,36.9,76.9,70,91,,
6/10/13,114.4,0,0,42,34,54,34.9,30.3,36.6,36.9,78.5,68.3,87,,
6/11/13,114.4,0,0,38,33,47,34.6,30.2,36.5,36.9,78.9,67.1,85,,
6/12/13,114.4,0.4,0.4,38,33,47,34.3,30.1,36.5,36.8,78.6,66,84,0,
6/13/13,114.8,0.1,0.1,39,35,46,34.1,30,36.5,36.7,79.9,65.5,82,0,
6/14/13,114.9,0,0,42,36,53,34,30,36.4,36.7,79.9,64.7,81,,
6/15/13,114.9,0.1,0.1,53,42,65,34.6,30.1,36.5,36.8,80.4,63.5,79,0,
6/16/13,115,0,0,51,45,65,34.9,30.2,36.5,36.9,81.6,62,76,,
6/17/13,115,0,0,49,43,57,34.8,30.2,36.5,36.9,81.9,60.6,74,,
6/18/13,115,0,0,44,38,54,34.6,30.3,36.5,36.9,83.8,59.5,71,,
6/19/13,115,0.3,0.3,40,37,47,34.9,30.3,36.5,36.9,88,58.1,66,0,
6/20/13,115.3,0.6,0.6,38,36,41,34.8,30.4,36.5,36.9,85,57.8,68,0,
6/21/13,115.9,0.4,0.4,42,36,49,35.2,30.5,36.6,36.9,85.8,56.6,66,0,
6/22/13,116.3,0,0,50,40,58,35.1,30.5,36.6,37,84.9,55.2,65,,
6/23/13,116.3,0.4,0.4,48,46,53,35.1,30.5,36.6,37,86.8,53.8,62,0,
6/24/13,116.7,0.4,0.4,44,41,49,35.3,30.5,36.6,37,88,52.8,60,0,
6/25/13,117.1,0.3,0.3,45,42,53,35.3,30.6,36.6,37,86.9,51.3,59,0,
6/26/13,117.4,0.3,0.3,46,42,55,35.3,30.5,36.6,37,88.1,50.2,57,0,
6/27/13,117.7,0.1,0.1,51,45,55,35.4,30.6,36.6,37,87.1,48.8,56,0,
6/28/13,117.8,0,0,61,50,72,35.3,30.6,36.6,37,91.9,47.8,52,,
6/29/13,117.8,0,0,60,53,70,35.9,30.8,36.6,37.1,92,45.1,49,,
6/30/13,117.8,0,0,67,55,79,36.4,31.1,36.7,37.3,92,42.3,46,,
7/1/13,117.8,0,0,70,61,82,39.2,31.8,36.9,37.4,92.1,39.6,43,,
7/2/13,117.8,0,0,62,52,76,38.5,33.2,37,37.5,,35.9,34,,
7/3/13,117.8,0,0,55,46,66,38.1,36.6,37.4,37.5,,33.2,33,,
7/4/13,117.8,0,0,46,43,51,37.7,36.3,37.5,37.6,,31,30,,
7/5/13,117.8,0.1,0.1,45,41,50,36.2,35,37.3,37.4,,30.2,29,0,
7/6/13,117.9,0,0,52,40,61,35.9,34.5,37.3,37.4,,29,26,,
7/7/13,117.9,0,0,54,47,65,35.4,34.1,37.2,37.5,,26.6,22,,
7/8/13,117.9,0,0,53,44,65,34.1,32.8,36.7,37.2,,24.3,21,,
7/9/13,117.9,0,0,61,51,72,32.2,31.7,36.3,36.9,,22.1,17,,
7/10/13,117.9,0,0,54,43,66,30.2,29.6,35.8,36.4,,19.8,12,,
